,buy1,buy2,spoil_ratio,succes_ratio
35,5.0,5.0,0.3955997030130825,0.7806701199286588
50,7.0,8.0,0.7568133460138298,0.9624765756871448
86,4.0,4.0,0.3330871647567226,0.6229506040281367
88,3.0,3.0,0.3230259795248684,0.4533684284951801
91,8.0,9.0,0.813719199908193,0.9806805906038932
97,7.0,7.0,0.642029976356276,0.946397003131212
98,6.0,6.0,0.4955869060473806,0.8865915630857624
