,low_t1_loss_th,low_t1_loss_w,low_t2_loss_th,low_t2_loss_w,low_t3_loss_th,low_t3_loss_w,low_unsatisfied_th,low_unsatisfied_w,t1_change_a,t1_loss,t2_change_a,t2_loss,t3_loss,unsatisfied_rate
0,0.208079577549916,4.0,0.3993694706798426,6.0,0.3820972771226557,6.0,0.3392068673672838,9.0,-4.0,0.1890584174236088,-3.0,0.2454833540925083,0.1889857833806492,0.3310633855353288
