,HC,lost_ratio_sales_dis,lost_ratio_sales_fac,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_factory_MA_mean_relative,stock_retailer_MA_mean_relative,v1_DailyPurchase,v1_s_Q,v2_PeriodicallyPurchase,v2_s_S,v3_R_S,v3_Random,v4_Random
8,0.01,0.0768499552420658,0.0139143765999722,6.406233107902884e-05,0.0119082868990109,0.1811965981023943,0.6960065032681162,0.1245767220997021,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9,0.01,0.0842007889143031,0.0183916317245029,9.659293620499322e-05,0.0135563829893219,0.1958189200341198,0.6610260067210463,0.1358901743417253,0.0,0.0,1.0,0.0,1.0,0.0,0.0
