Fact,Distr1,Distr2,v1_DailyPurchase,v2_PeriodicallyPurchase,v3_Random,v1_s_Q,v2_s_S,v3_R_S,v4_Random,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
1, 3, 12, 0, 0, 1, 0, 0, 0, 1, 0.001873189162804015, 0.07736791567937749, 0.01204000318669562, 0.03323073201177237, 0.2262629495530795, 0.2328029764422003, 0.5087369982732636
4, 24, 94, 0, 0, 1, 1, 0, 0, 0, 0.0001109650780445955, 0.06872744728926064, 0.0004169542996535997, 0.008130662237035544, 0.157418324674812, 0.1554147603752431, 0.6846568855881449
1, 5, 10, 0, 0, 1, 0, 0, 0, 1, 0.0009357608502262249, 0.07092189999360377, 0.01157080963775412, 0.02921270273747467, 0.2651885088420432, 0.2089598100656878, 0.4925649198404373
2, 9, 36, 0, 1, 0, 0, 0, 1, 0, 0.0004271798721082854, 0.08319332154238684, 0.01211995359707554, 0.01767308075361531, 0.2661101181797575, 0.2465260221489613, 0.4636992995907885
4, 24, 96, 0, 0, 1, 0, 0, 0, 1, 9.693002889306862e-05, 0.06892655068435008, 0.000545628228809675, 0.007698544215135529, 0.17087393302401, 0.1602833032600306, 0.6615140569452909
4, 24, 96, 0, 0, 1, 0, 0, 0, 1, 9.693002889306862e-05, 0.06892655068435008, 0.000545628228809675, 0.007698544215135529, 0.17087393302401, 0.1602833032600306, 0.6615140569452909
1, 6, 19, 0, 0, 1, 0, 0, 0, 1, 0.0006741285742968668, 0.07394745370814239, 0.009511844504723008, 0.02962195849880209, 0.2714698732597876, 0.2449988246137416, 0.4592563906966863
2, 11, 33, 0, 0, 1, 0, 0, 0, 1, 0.000512283508580023, 0.07976954707181122, 0.007925480268920215, 0.02122619297002552, 0.254168010140954, 0.226867670725673, 0.5006596822654614
4, 23, 92, 0, 0, 1, 1, 0, 0, 0, 0.0001246261567394734, 0.06941738625978526, 0.0004467749573843897, 0.008342846742843454, 0.1561119293533091, 0.1552647131762707, 0.6875769993350911
4, 24, 94, 0, 0, 1, 0, 0, 0, 1, 0.0001021284353348541, 0.06962514783479476, 0.0006373199298388345, 0.007803986808113292, 0.1739368765801245, 0.1626223997990683, 0.6554217680798504
4, 24, 94, 1, 0, 0, 1, 0, 0, 0, 0.0001137814357752806, 0.06792881467080861, 0.0003008693653229432, 0.00816977707604951, 0.1465881479184382, 0.1471620916063889, 0.7083661945577586
1, 6, 12, 0, 1, 0, 0, 0, 0, 1, 0.0006979291820321625, 0.07077845722908629, 0.01355312127315422, 0.0295067462419982, 0.2868814525014349, 0.2249572736069567, 0.4582264110956706
4, 23, 91, 0, 0, 1, 0, 0, 0, 1, 0.0001180136868939993, 0.07069036268248577, 0.0007391798628235949, 0.00807158418481204, 0.1740435243807311, 0.1637898206462797, 0.655278345135262
4, 24, 96, 1, 0, 0, 1, 0, 0, 0, 0.0001085564035970133, 0.06727143853738581, 0.0002584628453410468, 0.008080038814668003, 0.1438929673805038, 0.1452983781886116, 0.7136352337398215
4, 24, 96, 0, 0, 1, 0, 0, 0, 1, 9.693002889306862e-05, 0.06892655068435008, 0.000545628228809675, 0.007698544215135529, 0.17087393302401, 0.1602833032600306, 0.6615140569452909
1, 6, 23, 0, 1, 0, 0, 0, 1, 0, 0.0005194070606457867, 0.07990717708726935, 0.01372259250691445, 0.02654726509190366, 0.2902612265128339, 0.2711884677419975, 0.4189816641623768
4, 23, 92, 0, 0, 1, 0, 0, 0, 1, 0.0001149710249478934, 0.07033529749722689, 0.000683949243942977, 0.008016885743206449, 0.1725059219132894, 0.1626100666126972, 0.6583316365859428
4, 23, 90, 0, 0, 1, 0, 0, 0, 1, 0.000121136861909669, 0.07104708331865711, 0.0007988669274718264, 0.008126652771236687, 0.1755919238120359, 0.1649764476458262, 0.6522121827548264
1, 3, 10, 0, 0, 1, 0, 0, 0, 1, 0.001700841947366388, 0.07482841979353436, 0.01160243877891081, 0.0318369181804033, 0.2298952460285619, 0.2172733341373948, 0.5204661707794054
4, 23, 90, 0, 0, 1, 1, 0, 0, 0, 0.0001306245565442064, 0.07009415668187169, 0.0005200621527598956, 0.008435478971051225, 0.1589934721959103, 0.1572327457705396, 0.6820421192876065
