,buy1,buy2,spoil_ratio,succes_ratio
2,1.0,2.0,0.2492458544297816,0.5077462308849199
3,2.0,8.0,0.4031949004703844,0.8896508885371
9,1.0,1.0,0.2156874267060295,0.3270893697138662
