HC,v1_DailyPurchase,v2_PeriodicallyPurchase,v3_Random,v1_s_Q,v2_s_S,v3_R_S,v4_Random,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
0.01, 0, 0, 1, 0, 0, 0, 1, 6.406233107902884e-05, 0.07684995524206589, 0.01391437659997224, 0.0119082868990109, 0.1811965981023943, 0.1245767220997021, 0.6960065032681162
0.01, 0, 0, 1, 0, 0, 0, 1, 6.406233107902884e-05, 0.07684995524206589, 0.01391437659997224, 0.0119082868990109, 0.1811965981023943, 0.1245767220997021, 0.6960065032681162
0.01, 0, 0, 1, 0, 0, 0, 1, 6.406233107902884e-05, 0.07684995524206589, 0.01391437659997224, 0.0119082868990109, 0.1811965981023943, 0.1245767220997021, 0.6960065032681162
0.01, 0, 1, 0, 0, 0, 1, 0, 9.659293620499322e-05, 0.08420078891430313, 0.01839163172450291, 0.01355638298932196, 0.1958189200341198, 0.1358901743417253, 0.6610260067210463
0.01, 0, 0, 1, 0, 0, 0, 1, 6.406233107902884e-05, 0.07684995524206589, 0.01391437659997224, 0.0119082868990109, 0.1811965981023943, 0.1245767220997021, 0.6960065032681162
0.01, 0, 0, 1, 0, 0, 0, 1, 6.406233107902884e-05, 0.07684995524206589, 0.01391437659997224, 0.0119082868990109, 0.1811965981023943, 0.1245767220997021, 0.6960065032681162
0.01, 0, 0, 1, 0, 0, 0, 1, 6.406233107902884e-05, 0.07684995524206589, 0.01391437659997224, 0.0119082868990109, 0.1811965981023943, 0.1245767220997021, 0.6960065032681162
0.01, 0, 0, 1, 0, 0, 0, 1, 6.406233107902884e-05, 0.07684995524206589, 0.01391437659997224, 0.0119082868990109, 0.1811965981023943, 0.1245767220997021, 0.6960065032681162
0.01, 0, 0, 1, 0, 0, 1, 0, 7.622164086283764e-05, 0.0800304506481106, 0.01568485514927025, 0.01255482282275314, 0.1874707313929767, 0.1293924457701475, 0.680820678562851
0.01, 0, 0, 1, 0, 0, 0, 1, 6.406233107902884e-05, 0.07684995524206589, 0.01391437659997224, 0.0119082868990109, 0.1811965981023943, 0.1245767220997021, 0.6960065032681162
