buy1,buy2,spoil_ratio,succes_ratio
2, 3, 0.3651479570913014, 0.5159788236096956
8, 8, 0.9076186383732318, 0.7031216266633677
2, 2, 0.3259312545983122, 0.3499664559660465
4, 7, 0.6346742043510893, 0.7997213566537709
6, 7, 0.826489535680791, 0.6009701949248364
2, 2, 0.3259312545983122, 0.3499664559660465
3, 3, 0.4595103887016707, 0.3735553529293683
0, 0, 0.1822768612298021, 0.3137528561888995
2, 3, 0.3651479570913014, 0.5159788236096956
6, 6, 0.7911597606278504, 0.5622831598272986
7, 8, 0.8840008808561843, 0.6706070809872984
5, 5, 0.7017083214488523, 0.4861401384154267
0, 0, 0.1822768612298021, 0.3137528561888995
2, 2, 0.3259312545983122, 0.3499664559660465
0, 0, 0.1822768612298021, 0.3137528561888995
4, 4, 0.5919585321520053, 0.4186836807098171
5, 5, 0.7017083214488523, 0.4861401384154267
4, 7, 0.6346742043510893, 0.7997213566537709
0, 0, 0.1822768612298021, 0.3137528561888995
7, 7, 0.8591701678484041, 0.635600713375385
