,HC,lost_ratio_sales_dis,lost_ratio_sales_fac,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_factory_MA_mean_relative,stock_retailer_MA_mean_relative,v1_DailyPurchase,v1_s_Q,v2_PeriodicallyPurchase,v2_s_S,v3_R_S,v3_Random,v4_Random
19,0.01,0.0002260068278459,1.384265390541167e-12,1.205303544723868e-06,0.0012517459133031,0.0035921560080456,0.9997358545056304,4.430316923714588e-05,0.0,0.0,0.0,0.0,0.0,1.0,1.0
