,HC,lost_ratio_sales_dis,lost_ratio_sales_fac,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_factory_MA_mean_relative,stock_retailer_MA_mean_relative,v1_DailyPurchase,v1_s_Q,v2_PeriodicallyPurchase,v2_s_S,v3_R_S,v3_Random,v4_Random
12,0.011,0.0816810632721731,0.0185705218692602,9.79815738226251e-05,0.0139258193054456,0.1935426007323982,0.6668533862805038,0.1341368533867625,0.0,0.0,0.0,0.0,1.0,1.0,0.0
49,0.01,0.0784404815717493,0.016479400974783,8.234857630670488e-05,0.0132093939469577,0.1871114529346068,0.6823948642942883,0.1291702567515619,0.0,0.0,0.0,0.0,0.0,1.0,1.0
