,HC,lost_ratio_sales_dis,lost_ratio_sales_fac,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_factory_MA_mean_relative,stock_retailer_MA_mean_relative,v1_DailyPurchase,v1_s_Q,v2_PeriodicallyPurchase,v2_s_S,v3_R_S,v3_Random,v4_Random
99,0.01,0.0002175432831927,2.06087830195462e-14,7.841271646104181e-05,0.0010363848281563,0.0002118425421158,0.99999057389845,6.118593864463432e-06,0.0,0.0,0.0,0.0,0.0,1.0,1.0
