,buy1,buy2,spoil_ratio,succes_ratio
2,1.0,1.0,0.2156874267060295,0.3270893697138662
12,1.0,6.0,0.2640395156536376,0.874072570731839
19,0.0,0.0,0.1822768612298021,0.3137528561888995
