Fact,Distr1,Distr2,v1_DailyPurchase,v2_PeriodicallyPurchase,v3_Random,v1_s_Q,v2_s_S,v3_R_S,v4_Random,lost_ratio_sales_fac,lost_ratio_sales_dis,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
2,10,40,0.03213008846686764,0.08072484059968432,0,1,0,0,1,0,0,7.924030742441259e-07,0.02907096376105675,0.2455694981966648,0.2927286478967522,0.4211575687049779
2,10,40,0.03213008846688223,0.08072484059970238,0,1,0,0,1,0,0,7.924030742442256e-07,0.02907096376105322,0.2455694981966499,0.2927286478967454,0.4211575687049326
2,10,40,0.03213008846687357,0.0807248405997003,0,1,0,0,1,0,0,7.924030742443287e-07,0.029070963761057,0.2455694981966734,0.2927286478967517,0.4211575687049381
