,HC,lost_ratio_sales_dis,lost_ratio_sales_fac,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_factory_MA_mean_relative,stock_retailer_MA_mean_relative,v1_DailyPurchase,v1_s_Q,v2_PeriodicallyPurchase,v2_s_S,v3_R_S,v3_Random,v4_Random
19,0.01,0.0002262661240971,1.384228032834987e-12,1.210901317731797e-06,0.001252186209366,0.0035870704134681,0.9997361360415477,4.430644558777479e-05,0.0,0.0,0.0,0.0,0.0,1.0,1.0
