HC,v1_DailyPurchase,v2_PeriodicallyPurchase,v3_Random,v1_s_Q,v2_s_S,v3_R_S,v4_Random,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
0.01, 0, 0, 1, 0, 0, 0, 1, 1.210901317731797e-06, 0.0002262661240971346, 1.384228032834987e-12, 0.001252186209366079, 0.003587070413468136, 4.430644558777479e-05, 0.9997361360415477
