,buy1,buy2,spoil_ratio,succes_ratio
19,1.0,7.0,0.2767153763690897,0.8945299964282429
164,1.0,5.0,0.2517422135677919,0.8503111320526184
168,0.0,1.0,0.1984204675603826,0.5689523648054603
196,1.0,8.0,0.2897601818502317,0.9119986278707426
256,1.0,6.0,0.2640395156536376,0.874072570731839
297,0.0,0.0,0.1822768612298021,0.3137528561888995
298,1.0,9.0,0.3024943626187909,0.9273066829193534
