,HC,lost_ratio_sales_dis,lost_ratio_sales_fac,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_factory_MA_mean_relative,stock_retailer_MA_mean_relative,v1_DailyPurchase,v1_s_Q,v2_PeriodicallyPurchase,v2_s_S,v3_R_S,v3_Random,v4_Random
29,0.01,0.0002561691681449,1.0333995490588999e-12,4.008583335867095e-06,0.0014475398840598,0.0023096858362872,0.9998208619204948,4.198987375180728e-05,0.0,0.0,0.0,0.0,0.0,1.0,1.0
