,buy1,buy2,spoil_ratio,succes_ratio
8,2.0,3.0,0.3651479570913014,0.5159788236096956
13,2.0,2.0,0.3259312545983122,0.3499664559660465
17,4.0,7.0,0.6346742043510893,0.7997213566537709
18,0.0,0.0,0.1822768612298021,0.3137528561888995
