buy1,buy2,succes_ratio,spoil_ratio
9,1,0.5149105367793241,0.9083019959502459
9,1,0.5275142314990512,0.8980883322346737
4,0,0.3206831119544592,0.8904323667303351
6,6,0.9836734693877551,0.7683534136546185
1,4,0.49053030303030304,0.6368352788586251
6,4,0.8528301886792453,0.7391202620496022
5,6,0.950920245398773,0.7366645582964368
5,9,1.0,0.8680979392546851
6,3,0.8413461538461539,0.8362068965517241
7,4,0.9053497942386831,0.8200080895240663
0,4,0.30786516853932583,0.8651973347001538
3,8,0.7538759689922481,0.861965772000374
6,3,0.7692307692307693,0.8264890282131662
4,6,0.8966942148760331,0.8043295855009229
0,6,0.3412698412698413,0.8902704781438278
5,7,0.9589322381930184,0.7952931346609108
0,6,0.3406998158379374,0.8689611619829491
3,6,0.8336933045356372,0.806068360445988
7,1,0.5564681724845996,0.8887729945002845
9,7,0.9878542510121457,0.8633177570093458
0,9,0.33958333333333335,0.9014310552360573
5,5,0.9535353535353536,0.5381225209343323
9,5,0.9795081967213115,0.8674629443085337
7,8,1.0,0.8786321649232275
3,4,0.7222222222222222,0.42694805194805197
7,7,0.982791586998088,0.8343296327924851
8,3,0.7809734513274337,0.8753437955023459
6,3,0.7521008403361344,0.8309578544061302
9,4,0.8789144050104384,0.8570166987797045
5,7,0.9808510638297873,0.8376424189307625
6,0,0.34189723320158105,0.9162453107160333
5,1,0.5191146881287726,0.8630208333333333
2,1,0.34623217922606925,0.20526315789473684
5,2,0.5925266903914591,0.769340565229803
3,7,0.8254620123203286,0.8575978161965423
8,3,0.7536842105263157,0.8747503328894807
4,4,0.8436830835117773,0.6557177615571776
6,4,0.8829568788501027,0.7703617721029212
8,1,0.47884615384615387,0.8980980248719824
5,6,0.9653767820773931,0.7722099853157122
4,1,0.49183673469387756,0.7779009608277901
9,5,0.9395017793594306,0.8432470881123856
5,5,0.983402489626556,0.5736
8,0,0.34824902723735407,0.9071727201463288
4,8,0.8893360160965795,0.845300524405002
1,9,0.5051334702258727,0.9026384243775548
1,3,0.45544554455445546,0.43120567375886526
7,3,0.6763636363636364,0.8421243210621605
6,2,0.6272189349112426,0.8662177614026172
2,3,0.556989247311828,0.3225371120107962
3,7,0.75,0.82454176577585
4,4,0.7912524850894632,0.33577832110839445
9,9,1.0,0.8954484860026661
4,9,0.90020366598778,0.8597055747727456
1,2,0.35785288270377735,0.22422680412371135
2,6,0.5970149253731343,0.831290784657011
0,4,0.3204868154158215,0.7980809345014601
4,5,0.8762088974854932,0.6226415094339622
4,0,0.34296028880866425,0.8901296829971181
8,9,1.0,0.8927519916868721
1,2,0.3900862068965517,0.2236503856041131
6,8,0.9701195219123506,0.8493819128171763
4,6,0.9145833333333333,0.77052503547537
7,6,0.9899396378269618,0.8227045075125209
7,6,0.994059405940594,0.8070429329474192
8,3,0.7412199630314233,0.8725865367890068
1,2,0.3755186721991701,0.24752475247524752
2,3,0.5255905511811023,0.24174174174174173
0,5,0.34990439770554493,0.8241819190238492
6,9,0.9902534113060428,0.8754888356250788
3,7,0.75,0.8349817803227486
7,7,1.0,0.8233463816119643
2,5,0.5758683729433273,0.7482693517935809
2,0,0.3110687022900763,0.7372505543237251
6,9,0.9962121212121212,0.84285480438697
3,0,0.35283018867924526,0.842185708826901
1,2,0.34450651769087526,0.24310776942355888
1,4,0.5339168490153173,0.7150590551181102
3,9,0.7709251101321586,0.8855523710265764
8,5,0.941972920696325,0.8380142405063291
6,9,1.0,0.8619514569858822
0,6,0.33401639344262296,0.8983366290566477
2,4,0.6064908722109533,0.4371584699453552
1,8,0.49064449064449067,0.890725073139875
0,3,0.29774127310061604,0.7787294789436117
1,1,0.252465483234714,0.2109375
6,9,0.9931350114416476,0.8781130131104368
2,3,0.5855855855855856,0.4648936170212766
1,0,0.19011406844106463,0.1935483870967742
3,1,0.5224489795918368,0.5933062880324543
2,5,0.6233009708737864,0.7830572902525116
4,0,0.3273092369477912,0.8979983987189751
2,2,0.4759036144578313,0.17886178861788618
6,3,0.7692307692307693,0.8278382581648522
6,8,1.0,0.826941243151332
2,1,0.3638211382113821,0.24371859296482412
5,1,0.5085836909871244,0.8316852080758138
3,1,0.4816326530612245,0.464524765729585
3,4,0.7695749440715883,0.608056614044638
3,4,0.6379613356766256,0.19542857142857142
9,0,0.3179611650485437,0.9181180395427562
6,6,0.9858299595141701,0.820573566084788
1,9,0.5020576131687243,0.8963978741552392
8,9,1.0,0.9046464952474723
1,4,0.5172413793103449,0.6828703703703703
6,8,0.9906191369606003,0.8492625117230795
8,0,0.3432203389830508,0.9157685098406748
0,4,0.32,0.6788927335640138
4,1,0.5070707070707071,0.8206039076376554
7,2,0.6453608247422681,0.8542877062514524
3,6,0.7377690802348337,0.7730100836730316
7,0,0.3531746031746032,0.9184082259464512
3,6,0.7724425887265136,0.8198859005704972
6,7,1.0,0.7926977687626775
8,2,0.6148007590132827,0.8851275469276432
9,9,0.997907949790795,0.8856061265338091
4,9,0.9223946784922394,0.8746110990521669
0,6,0.33125,0.8907875185735513
0,7,0.2985685071574642,0.9019989386166637
5,9,0.9977628635346756,0.875726127537367
0,2,0.21052631578947367,0.2831541218637993
6,6,0.960431654676259,0.6598044261451363
4,1,0.5170940170940171,0.8056365403304179
8,0,0.3844731977818854,0.9212669683257918
2,7,0.6321353065539113,0.850205860983289
9,1,0.5074309978768577,0.8913585236074628
3,0,0.3346228239845261,0.8826600714482
5,9,0.9544592030360531,0.8623061052953312
2,5,0.6,0.7335894972782581
7,1,0.5090180360721442,0.8980657309140705
6,5,0.9934497816593887,0.8523287057769816
4,5,0.8762475049900199,0.5734424738517508
6,4,0.8558052434456929,0.6710097719869706
5,3,0.7372708757637475,0.7645859872611465
7,5,0.9688796680497925,0.8045732517947355
4,6,0.8542056074766355,0.7803379416282642
8,5,0.9938650306748467,0.8452169024641619
7,0,0.35,0.923028589381087
8,5,0.9294354838709677,0.8415972747918243
7,1,0.5314401622718052,0.8892034730086825
3,6,0.7338709677419355,0.8069504778453519
5,2,0.5862745098039216,0.7964912280701755
5,3,0.754601226993865,0.7884747313057398
8,9,0.9934065934065934,0.8933265711508389
0,0,0.0,0.0
8,5,0.9517102615694165,0.8431649261454511
3,3,0.6432637571157496,0.23875
7,8,1.0,0.8743262067712434
0,0,0.0,0.0
8,9,1.0,0.8775479160328568
8,4,0.8952772073921971,0.8493727855980082
7,7,1.0,0.8747965274009767
5,0,0.33858267716535434,0.8960582475520964
6,3,0.7630522088353414,0.8182266009852217
4,9,0.8148854961832062,0.8672932330827068
6,9,0.9964285714285714,0.8468880649996056
8,2,0.6031434184675835,0.8959660297239915
7,4,0.9243697478991597,0.840534262485482
3,4,0.7298969072164948,0.37973568281938325
7,6,0.9760147601476015,0.8196627280027532
9,3,0.7156488549618321,0.8622680412371134
7,7,1.0,0.8607879924953096
2,8,0.6054421768707483,0.8816196903533148
5,3,0.7521739130434782,0.831291564578229
7,8,0.9957716701902748,0.8612177729018102
0,9,0.37375745526838966,0.8855765367617517
0,6,0.33031674208144796,0.8890518084066471
5,5,0.9818913480885312,0.6542463914065123
6,9,0.9943181818181818,0.8624234316693656
7,1,0.5119521912350598,0.8901760889712697
6,1,0.47309833024118736,0.8764144945963128
2,8,0.6369426751592356,0.8868385773992588
8,7,1.0,0.8869666796462146
4,5,0.8582834331337326,0.7204826199367997
8,2,0.625,0.8823337413300694
1,7,0.4802494802494803,0.8895236340182439
6,1,0.4763705103969754,0.8829128986197049
1,6,0.5064935064935064,0.882469654528478
8,0,0.3662551440329218,0.9252051335998317
9,9,1.0,0.884544514853265
6,2,0.6139359698681732,0.8490646865629016
9,7,1.0,0.9002427908165439
3,3,0.6630669546436285,0.20184696569920843
1,6,0.5087040618955513,0.8671766342141863
8,1,0.5354166666666667,0.9041529152915292
0,1,0.0931098696461825,0.2857142857142857
5,4,0.8617710583153347,0.7537760728842005
8,8,0.9895615866388309,0.8768724279835391
3,5,0.7450592885375494,0.7357798165137615
8,9,1.0,0.8966859983429992
8,6,0.9981378026070763,0.8258090696966622
5,4,0.8207024029574861,0.46105383734249716
8,4,0.8937093275488069,0.8533940774487472
3,5,0.7653276955602537,0.7199124726477024
2,5,0.608786610878661,0.8164156297751582
4,6,0.8600746268656716,0.7100653594771242
7,8,0.9982425307557118,0.8141157967167993
2,7,0.6202783300198808,0.8619901747972124
9,2,0.599609375,0.8929962331609526
1,3,0.43761996161228406,0.36619718309859156
2,7,0.5788423153692615,0.8859795728876508
5,2,0.6476377952755905,0.8049870618677958
6,3,0.7278225806451613,0.8330105764933711
8,8,1.0,0.881462253947653
6,3,0.7544204322200393,0.8035617916891528
5,9,0.9837067209775967,0.8602719033232629
9,3,0.7037735849056603,0.8646090207620715
2,6,0.6343434343434343,0.8252546540217773
1,2,0.394273127753304,0.22279792746113988
0,3,0.3036876355748373,0.5704697986577181
4,2,0.5668358714043993,0.6063091482649843
5,1,0.532,0.8550642479213908
6,8,0.9941634241245136,0.847415844950697
7,9,1.0,0.8777881583557164
4,2,0.6313799621928167,0.6592512208355942
8,6,0.9962335216572504,0.8561197916666666
7,2,0.6257796257796258,0.877332547633078
9,8,1.0,0.8911492734478204
2,1,0.38105263157894737,0.2537313432835821
4,0,0.3201663201663202,0.8952998379254457
6,6,1.0,0.8042558815754692
3,0,0.3260437375745527,0.8770098730606488
8,4,0.8735408560311284,0.822266078476898
9,3,0.6610169491525424,0.8757553426676492
6,2,0.5922671353251318,0.8725406330196749
5,3,0.7645914396887159,0.7218840115347644
1,9,0.5107212475633528,0.9040139616055847
5,5,0.9814432989690721,0.7157279489904357
8,7,1.0,0.8530500444181226
7,7,1.0,0.8669454880555753
8,5,0.9398496240601504,0.8299029540364722
2,9,0.6252631578947369,0.8860045932215186
5,7,0.9960238568588469,0.8114666666666667
7,7,0.9980988593155894,0.7978686435769721
4,8,0.8560460652591171,0.8548802595172217
5,1,0.45925925925925926,0.85187265917603
3,4,0.7827050997782705,0.39093242087254065
3,5,0.7030075187969925,0.6889596602972399
9,2,0.6298701298701299,0.8958873656909967
9,0,0.33763440860215055,0.9148528192371476
0,7,0.3369330453563715,0.9016007958759157
4,3,0.7343096234309623,0.5783475783475783
7,7,1.0,0.8641122744486522
1,4,0.5057471264367817,0.7097639484978541
5,7,0.9767932489451476,0.8317873303167421
1,2,0.3175438596491228,0.20526315789473684
4,7,0.8490196078431372,0.8109738984002245
1,7,0.5467289719626168,0.8966211484593838
4,7,0.8458574181117534,0.8387598755087383
6,3,0.7658349328214972,0.7932627526467757
3,2,0.5596153846153846,0.22817764165390506
4,9,0.9120370370370371,0.8603143118706134
2,2,0.4097087378640777,0.21526418786692758
1,3,0.4305835010060362,0.40294117647058825
3,5,0.724007561436673,0.6652845834903882
5,7,0.9904534606205251,0.8719274520722298
5,4,0.8707070707070707,0.4949006977992485
9,9,1.0,0.8921866032630975
0,6,0.37957610789980734,0.8443414445731943
1,6,0.5037735849056604,0.8445371142618849
0,9,0.3572938689217759,0.9128776592574936
7,8,0.992633517495396,0.8280271865498122
5,0,0.3359073359073359,0.9175401816911251
4,6,0.8,0.8079233641824971
7,1,0.5596330275229358,0.8875468164794007
2,5,0.6819221967963387,0.7526946107784431
8,3,0.757700205338809,0.8564778898370831
8,2,0.5761078998073218,0.8917094644167278
0,7,0.31390134529147984,0.900409034323315
2,3,0.48333333333333334,0.22658610271903323
3,8,0.7677824267782427,0.8640945747800587
6,6,0.9693140794223827,0.7304312282853055
1,3,0.4621676891615542,0.5610810810810811
4,7,0.8891050583657587,0.816943612094797
3,1,0.4709418837675351,0.5091130012150669
6,3,0.7619047619047619,0.7772736646731285
9,2,0.62,0.8944024397992248
5,7,0.9770833333333333,0.8286516853932584
0,4,0.30892857142857144,0.7716297786720322
8,6,0.9960707269155207,0.8431666079605495
0,2,0.19681908548707752,0.1652892561983471
3,5,0.7253218884120172,0.784384929641398
6,6,0.9872495446265938,0.7542908762420958
4,0,0.3230769230769231,0.9026793963658762
1,9,0.511482254697286,0.902093095907529
4,5,0.8382066276803118,0.5920502092050209
5,0,0.33052631578947367,0.9086277910253631
7,1,0.4950884086444008,0.8819471817106819
4,5,0.8549323017408124,0.6341650671785029
3,2,0.5739644970414202,0.22935779816513763
5,4,0.8643724696356275,0.6389197188309286
1,3,0.4535637149028078,0.6222611744084137
4,7,0.8835341365461847,0.8114602587800369
5,9,0.9267822736030829,0.8469876480967986
5,9,0.9565217391304348,0.858533521745957
8,5,0.9783889980353635,0.843443657187227
1,2,0.33455210237659966,0.1842818428184282
2,0,0.3286004056795132,0.8401611820013432
3,1,0.43410852713178294,0.33884297520661155
3,7,0.7453798767967146,0.8619148936170212
6,3,0.7991169977924945,0.8365907421013961
4,5,0.8829787234042553,0.4572072072072072
8,1,0.524008350730689,0.8891816367265469
1,3,0.4692982456140351,0.45272969374167776
4,7,0.8538011695906432,0.8273087239749649
0,8,0.3159144893111639,0.9026348441719583
7,1,0.546875,0.8886426592797784
2,1,0.37684210526315787,0.23017902813299232
8,2,0.599250936329588,0.8845565133327963
6,0,0.3264887063655031,0.9173415912339209
7,3,0.7049180327868853,0.8463236148216983
2,3,0.5106382978723404,0.3468057366362451
6,7,0.9914163090128756,0.8430377410722525
7,7,1.0,0.8223284533413007
8,4,0.7941176470588235,0.8181297272518909
2,8,0.6125760649087221,0.8884836256402298
3,0,0.354014598540146,0.8721662468513854
8,8,1.0,0.8795817221284243
5,0,0.3413173652694611,0.9036046511627907
1,3,0.4773662551440329,0.39209726443769
6,0,0.34535104364326374,0.9141073236584543
2,9,0.597165991902834,0.8894979022871836
3,4,0.7263581488933601,0.37402597402597404
8,8,0.9982608695652174,0.8403718878033407
1,6,0.4752475247524752,0.8851343558989736
5,4,0.880859375,0.5930434782608696
7,3,0.728744939271255,0.8549072211044042
7,6,0.9965217391304347,0.7135874877810362
5,4,0.8804780876494024,0.6286173633440515
2,2,0.4271653543307087,0.1963927855711423
6,8,0.9979633401221996,0.8688270517787954
3,7,0.78,0.8598497589415853
8,8,0.9961464354527938,0.8683482005536758
2,4,0.6262626262626263,0.5134511913912375
2,2,0.3968531468531469,0.14468085106382977
9,8,1.0,0.8802700675168792
4,2,0.6422594142259415,0.790218394340203
3,1,0.45544554455445546,0.3080895008605852
8,0,0.3126177024482109,0.9025219223710149
3,5,0.7341269841269841,0.7151632719043001
0,1,0.09727626459143969,0.27007299270072993
1,0,0.21231422505307856,0.34210526315789475
9,6,0.9925093632958801,0.8511792630547811
7,9,1.0,0.849263397622945
5,8,0.985981308411215,0.8605261066518318
5,8,0.9401197604790419,0.8327816230313974
5,7,0.9500924214417745,0.7859880423118197
0,6,0.35424354243542433,0.8641810918774967
6,4,0.8703339882121808,0.7622549019607843
4,9,0.9448123620309051,0.870212447636146
5,9,0.9628099173553719,0.860416974715363
7,3,0.7586206896551724,0.8370814592703648
7,7,0.9963031423290203,0.8467905256669895
5,8,0.9728682170542635,0.8557501354035024
7,4,0.8823529411764706,0.8106625404416936
7,0,0.3559670781893004,0.9199086161879896
4,5,0.8021778584392014,0.48270356572645023
2,5,0.586,0.8343091334894613
6,5,0.9957537154989384,0.75770841263799
4,6,0.8969072164948454,0.784171322160149
6,1,0.4865979381443299,0.875404933964615
2,0,0.2857142857142857,0.8805194805194805
0,0,0.0,0.0
6,3,0.7265625,0.8244454931571495
3,2,0.5679012345679012,0.3957091775923719
1,1,0.2762096774193548,0.24253731343283583
9,9,0.9961240310077519,0.8868473231989425
9,5,0.9661354581673307,0.862533692722372
4,2,0.6184971098265896,0.7510597302504817
5,3,0.7540322580645161,0.7135614702154626
2,1,0.31922398589065254,0.14689265536723164
6,5,0.9672131147540983,0.7245706737120211
7,6,1.0,0.7845707976814794
8,6,0.9900199600798403,0.8474320241691843
3,2,0.6210762331838565,0.5631799163179916
9,0,0.3237410071942446,0.9174059345365555
5,4,0.893223819301848,0.59549588566479
3,2,0.5437262357414449,0.41443538998835855
1,1,0.27586206896551724,0.22692307692307692
7,3,0.7158878504672898,0.8361589068825911
2,5,0.6015473887814313,0.6456332876085963
6,9,0.9979423868312757,0.8504370822008375
3,5,0.7408906882591093,0.8168621992443826
6,7,0.9892857142857143,0.779198140615921
4,0,0.34122287968441817,0.9044061594755298
1,4,0.5387755102040817,0.7480459770114942
0,2,0.20496894409937888,0.2462686567164179
3,8,0.7665952890792291,0.8849200304645849
0,1,0.10208333333333333,0.32894736842105265
7,0,0.31896551724137934,0.916472079524985
7,1,0.4681647940074906,0.8759354906714452
2,0,0.3392857142857143,0.8321114369501467
3,0,0.37684210526315787,0.8728864734299517
1,8,0.5178236397748592,0.8961808261886204
2,9,0.6659574468085107,0.8941091671581155
5,7,0.9705882352941176,0.7832157103405952
2,0,0.3114406779661017,0.8829787234042553
9,3,0.7677165354330708,0.8849508514467672
6,7,1.0,0.8479245967011056
1,2,0.3224043715846995,0.19895287958115182
8,3,0.718336483931947,0.856017333070711
6,4,0.8560747663551402,0.6613201727328809
2,8,0.6577777777777778,0.8827372203168381
5,9,0.9857142857142858,0.8673672252201079
5,9,0.9782608695652174,0.8490238252812706
7,4,0.8166351606805293,0.8152233115468409
0,9,0.3644251626898048,0.8988950276243094
8,1,0.45590994371482174,0.9111280875986758
6,4,0.8923395445134575,0.8134185303514377
0,7,0.3313840155945419,0.8930049459977794
1,3,0.41360294117647056,0.41040462427745666
9,2,0.632183908045977,0.8993114811981404
4,6,0.888235294117647,0.7165857398415538
8,1,0.4826923076923077,0.8962207105064248
1,4,0.4742063492063492,0.7666801455721796
8,5,0.9759519038076152,0.8271670753811707
3,3,0.6175298804780877,0.23934837092731828
5,9,1.0,0.8923576858353159
9,5,0.9320214669051878,0.8574098147546312
2,0,0.32667876588021777,0.6578538102643857
2,1,0.3678861788617886,0.26108374384236455
9,8,1.0,0.8883178856566027
6,0,0.32504780114722753,0.9067873303167421
9,1,0.48653846153846153,0.9069958847736626
7,6,1.0,0.8412284223203532
3,1,0.46975806451612906,0.3474714518760196
0,7,0.33663366336633666,0.8836571177697289
5,4,0.852589641434263,0.6764227642276422
8,9,1.0,0.8700678003779038
6,8,0.9830188679245283,0.8412626216683344
9,7,1.0,0.8891891891891892
7,2,0.5894736842105263,0.8830198866192748
6,5,0.9838709677419355,0.7653696498054474
6,3,0.7747933884297521,0.7902857142857143
0,2,0.18148820326678766,0.33993399339933994
5,0,0.3054393305439331,0.9024557395773843
