Fact,Distr1,Distr2,v1_DailyPurchase,v2_PeriodicallyPurchase,v3_Random,v1_s_Q,v2_s_S,v3_R_S,v4_Random,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.725763314465879e-09, 0.01387364695513251, 8.420120178006463e-08, 0.001969344986820015, 0.1272637357768029, 0.02746424483303458, 0.7365537263509666
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.725763314465879e-09, 0.01387364695513251, 8.420120178006463e-08, 0.001969344986820015, 0.1272637357768029, 0.02746424483303458, 0.7365537263509666
1, 1, 41, 0, 0, 1, 0, 0, 0, 1, 1.575325679862986e-08, 0.019312062432731, 5.117854642226378e-07, 0.006266741238962365, 0.1726488050691584, 0.1250013769171394, 0.5281895042069815
1, 1, 50, 0, 0, 1, 0, 0, 1, 0, 2.069623346768423e-08, 0.02090817312366519, 8.957124502675864e-07, 0.008354394412699378, 0.1942395289318024, 0.1883758848744758, 0.4492778902887808
1, 1, 49, 0, 0, 1, 0, 0, 0, 1, 1.921303312052292e-08, 0.02069709181717817, 8.087086137340433e-07, 0.008154674607111844, 0.189500452599448, 0.1791758720284701, 0.4620140597351639
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.725763314465879e-09, 0.01387364695513251, 8.420120178006463e-08, 0.001969344986820015, 0.1272637357768029, 0.02746424483303458, 0.7365537263509666
1, 1, 12, 0, 0, 1, 0, 0, 0, 1, 8.537376993675906e-09, 0.01518630944970768, 1.292041736236294e-07, 0.0026169855228679, 0.1345724112127129, 0.03854837400866686, 0.7006760067189926
1, 1, 39, 0, 0, 1, 0, 0, 0, 1, 1.496367550849831e-08, 0.01899144723703106, 4.547967653034206e-07, 0.005874365475672605, 0.1682617066122363, 0.1135804374938116, 0.5456386192925322
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.725763314465879e-09, 0.01387364695513251, 8.420120178006463e-08, 0.001969344986820015, 0.1272637357768029, 0.02746424483303458, 0.7365537263509666
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.725763314465879e-09, 0.01387364695513251, 8.420120178006463e-08, 0.001969344986820015, 0.1272637357768029, 0.02746424483303458, 0.7365537263509666
