Fact,Distr1,Distr2,v1_DailyPurchase,v2_PeriodicallyPurchase,v3_Random,v1_s_Q,v2_s_S,v3_R_S,v4_Random,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 3, 0, 0, 1, 0, 0, 0, 1, 5.340567641032751e-05, 0.0001306528289051974, 1.099061942805338e-31, 5.042408737366289e-08, 3.86569910025236e-12, 4.432040760439316e-13, 0.9999999999999261
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
4, 21, 35, 0, 0, 1, 1, 0, 0, 0, 3.427465495264549e-05, 9.107700844738356e-05, 2.265456020763036e-32, 4.300233002800287e-08, 2.046327878177325e-12, 2.273905997716901e-13, 0.9999999999999631
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 6.068207179379069e-05, 0.0001313157909035532, 1.056494240207836e-31, 5.138898603330125e-08, 3.758886588334445e-12, 4.397969386173652e-13, 0.9999999999999276
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 10, 21, 0, 0, 1, 0, 0, 0, 1, 4.807249007033955e-05, 0.0001117895854697499, 1.092852760379361e-31, 6.20040529288484e-08, 4.164249188246452e-12, 4.617388804067876e-13, 0.999999999999919
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 6.894979024493777e-05, 0.0001319821164769528, 1.015575224762357e-31, 5.237234867361419e-08, 3.655025395804484e-12, 4.364159936065993e-13, 0.9999999999999292
1, 9, 19, 0, 0, 1, 0, 0, 0, 1, 4.574770767301447e-05, 0.0001133290582717531, 1.094289254020656e-31, 5.948414743426225e-08, 4.127863960887324e-12, 4.551000624449444e-13, 0.9999999999999203
