,HC,lost_ratio_sales_dis,lost_ratio_sales_fac,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_factory_MA_mean_relative,stock_retailer_MA_mean_relative,v1_DailyPurchase,v1_s_Q,v2_PeriodicallyPurchase,v2_s_S,v3_R_S,v3_Random,v4_Random
19,0.01,0.0003725525785583,1.0645415151959749e-11,1.99253153702324e-07,0.0007397774848393,0.0085554547778104,0.9993865510516716,5.502677928313896e-05,0.0,0.0,0.0,0.0,0.0,1.0,1.0
