HC,v1_DailyPurchase,v2_PeriodicallyPurchase,v3_Random,v1_s_Q,v2_s_S,v3_R_S,v4_Random,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
0.01, 0, 0, 1, 0, 0, 0, 1, 1.99253153702324e-07, 0.0003725525785583715, 1.064541515195975e-11, 0.0007397774848393514, 0.00855545477781041, 5.502677928313896e-05, 0.9993865510516716
