,buy1,buy2,spoil_ratio,succes_ratio
2,5.0,6.0,0.7853019985531076,0.5924269441371114
4,2.0,3.0,0.3309131118176816,0.5331496686448939
5,2.0,2.0,0.3089388253055886,0.4323909324875795
6,5.0,5.0,0.7362659875914557,0.5756182539154818
7,6.0,6.0,0.8371575161613151,0.621781339606251
9,1.0,1.0,0.2198194881427029,0.3996334932294103
