collaboration_bonus,max_age,mean_strength,mean_speed,mean_intelligence,murder_rate,age_death_rate,starvation_rate,mean_reactive_aggression,mean_proactive_aggression
3.9, 299, 0.4194802890855525, 0.1594943534656574, 0.4212674121618285, 0.2052181062973711, 0.133661383939732, 0.6535452796314989, 0.4877219230082218, 0.4981139906594198
0.1, 106, 0.4423811110069925, 0.1132832074979359, 0.446967677606798, 0.1006294886418744, 0.6853147155559973, 0.2135640027940598, 0.5044803514269069, 0.5127019054579474
0.1, 51, 0.4539623415151244, 0.0838839281142707, 0.4570421933297794, 0.008620368812310972, 0.9863412958507759, 6.959302373105705e-05, 0.5021640963364473, 0.5037316587388718
3.8, 105, 0.4383029989383599, 0.1213796914541942, 0.4420235075095185, 0.1058274220795146, 0.6220260074804524, 0.2583225899706415, 0.502406382572395, 0.5098691008508738
0.1, 51, 0.4539623415151244, 0.0838839281142707, 0.4570421933297794, 0.008620368812310972, 0.9863412958507759, 6.959302373105705e-05, 0.5021640963364473, 0.5037316587388718
0.1, 106, 0.4423811110069925, 0.1132832074979359, 0.446967677606798, 0.1006294886418744, 0.6853147155559973, 0.2135640027940598, 0.5044803514269069, 0.5127019054579474
0.1, 103, 0.4438640684967786, 0.1096891096207763, 0.4507510918366956, 0.09656419479721599, 0.8256514553589227, 0.09829783433767184, 0.5023579239846422, 0.5116195664333847
0.1, 91, 0.4404821305810297, 0.1117013976874114, 0.4495710492197019, 0.1154969894400398, 0.8827438667703295, 0.01779653397154147, 0.4879793835641982, 0.5010024906815178
0.1, 191, 0.4333690830004961, 0.1316205069239584, 0.4353876422439008, 0.1387469240572401, 0.3609953841399591, 0.5116659770466196, 0.4999146849881238, 0.5078117527757451
0.1, 84, 0.4433401684650431, 0.1054610442248398, 0.4512872365654369, 0.06264426464183373, 0.9250599469550869, 0.006948877890348364, 0.4941005563486295, 0.5038609189461822
0.1, 67, 0.4492364104682012, 0.09312816579224037, 0.454625235076434, 0.02007513395430967, 0.970982420527057, 0.0006333888466794092, 0.5005163500131575, 0.5052391949043945
0.1, 178, 0.4351904699722668, 0.128341846695004, 0.436674327961161, 0.1240324776961155, 0.3731478246825251, 0.5189770748163061, 0.5027652118098691, 0.5098408048847591
0.1, 104, 0.4433696368499415, 0.1108758944673344, 0.449489298816855, 0.09790272801120239, 0.7851912527485907, 0.1287511194490161, 0.5030654130181356, 0.5119803587160949
0.1, 106, 0.4423811110069925, 0.1132832074979359, 0.446967677606798, 0.1006294886418744, 0.6853147155559973, 0.2135640027940598, 0.5044803514269069, 0.5127019054579474
0.1, 51, 0.4539623415151244, 0.0838839281142707, 0.4570421933297794, 0.008620368812310972, 0.9863412958507759, 6.959302373105705e-05, 0.5021640963364473, 0.5037316587388718
0.1, 79, 0.4453691346236921, 0.1011995350536942, 0.4525239532167326, 0.04114832373689567, 0.9461549375937777, 0.003397551558514367, 0.4976502867387265, 0.5053342339328369
2.2, 222, 0.4247009613963211, 0.1486164955351842, 0.4283083886008404, 0.2186946605828305, 0.2568085318169395, 0.542118617080865, 0.4879360717465638, 0.4993629774316951
0.1, 106, 0.4423811110069925, 0.1132832074979359, 0.446967677606798, 0.1006294886418744, 0.6853147155559973, 0.2135640027940598, 0.5044803514269069, 0.5127019054579474
0.1, 295, 0.4220479823145644, 0.1536929098571214, 0.4260269167850658, 0.2355501021524474, 0.220266073618112, 0.552196757848881, 0.4853171164010532, 0.4976166573375335
0.1, 105, 0.4428753173689123, 0.1120739033913569, 0.4482281554491219, 0.09925777692898255, 0.7383175330995907, 0.1668928035939435, 0.5037728897764681, 0.5123411385161012
0.1, 109, 0.4408991801555135, 0.1169795970259299, 0.4431903954500772, 0.1048460669007751, 0.500373491533465, 0.4035085393132383, 0.5066026174074407, 0.5137841253807802
0.1, 106, 0.4423811110069925, 0.1132832074979359, 0.446967677606798, 0.1006294886418744, 0.6853147155559973, 0.2135640027940598, 0.5044803514269069, 0.5127019054579474
