,buy1,buy2,spoil_ratio,succes_ratio
10,1.0,2.0,0.2492458544297816,0.5077462308849199
14,3.0,8.0,0.5280226078178277,0.8624837256888123
17,0.0,0.0,0.1822768612298021,0.3137528561888995
