Fact,Distr1,Distr2,Clients_N,Demand_W,HC,Lt0,Lt1,SS_%,DS_D,K,MA,Customers_Strategy,Inventory_Policy,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
2,5,18,1381,14,0.0679523072088286,4,4,0.85,3,200,500,"3-Random","1-(s,Q)",0.013278235807175354,0.20205375129656555,2.2019659478199315e-05,0.027591773432818077,0.060577611691877316,0.09851276348551812,0.8133178513897864
2,3,19,413,9,0.031179626127670203,4,4,0.85,6,200,500,"3-Random","4-Random",0.0009181879275561684,0.09542002358086041,0.0850167536152977,0.021448166007392955,0.20724567033602237,0.256178293805494,0.5151278698510907
2,6,35,1118,2,0.04275857289909996,4,4,0.85,4,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0027271371101469967,0.0952622460928121,0.25637685759507467,0.08579857148694253,0.25185541775505316,0.30475001500586857,0.3575959957521358
2,9,30,158,3,0.06427756821967058,4,4,0.85,8,200,500,"1-DailyPurchase","3-(R,S)",0.0025353132922854038,0.0701488720185215,0.2015023568658715,0.021653940794627506,0.44067611274179974,0.35675192838405806,0.18091801807951477
3,8,28,474,13,0.05879443751497696,4,4,0.85,2,200,500,"1-DailyPurchase","2-(s,S)",0.00043923335693136074,0.07942525619402355,0.008069708529983866,0.003321537519930736,0.13514883485399776,0.14086885122178233,0.7206607764042893
2,1,16,303,7,0.04490133834010962,4,4,0.85,9,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0029071816704092025,0.107892397990162,0.1409992623527782,0.06590413557276179,0.1759078752929129,0.3624717719675843,0.395716217166741
3,7,8,152,4,0.01117383196244163,4,4,0.85,3,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0007068258535148728,0.1292825512993935,0.43063755626508454,0.017121664574410878,0.3706329756736554,0.23417813186909078,0.378067227882843
2,4,3,1235,12,0.03027630292685146,4,4,0.85,8,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.11568647281833389,0.0,0.0,0.054142275883703676,0.07311222082109219,0.05072271481704137,0.8220227884781628
2,10,10,144,15,0.036551435213366096,4,4,0.85,2,200,500,"1-DailyPurchase","1-(s,Q)",0.0002744255321974182,0.08266823866233756,0.024411234313906904,0.004045945413862419,0.25385926887676924,0.17259318256238623,0.5695016031469822
2,7,6,663,3,0.0837447235699579,4,4,0.85,12,200,500,"3-Random","1-(s,Q)",0.005719136182509347,0.08976596507768578,0.0360988924759399,0.26917016957909234,0.16346903098340954,0.15679188707710046,0.41056891236039766
2,5,16,652,12,0.0970895848487996,4,4,0.85,8,200,500,"2-PeriodicallyPurchase","4-Random",0.0045663726908897915,0.16937926211588464,0.0003470157654245253,0.04748476992307251,0.15220245714968814,0.1653471190453215,0.6349656538819178
3,1,2,394,9,0.015897935531373565,4,4,0.85,9,200,500,"3-Random","4-Random",0.0015786737347855708,0.05409533116997047,0.0654379454483753,0.050918188548944254,0.22641720867816145,0.17786781648681807,0.5447967862860762
