buy1,buy2,spoil_ratio,succes_ratio
2, 3, 0.5159788236096956, 0.3651479570913014
3, 3, 0.3735553529293683, 0.4595103887016707
5, 6, 0.576801274844968, 0.7380059473214995
6, 6, 0.5622831598272986, 0.7911597606278504
4, 7, 0.7997213566537709, 0.6346742043510893
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
5, 8, 0.7914787280429199, 0.7541676871355021
7, 8, 0.6706070809872984, 0.8840008808561843
3, 3, 0.3735553529293683, 0.4595103887016707
7, 7, 0.635600713375385, 0.8591701678484041
5, 6, 0.576801274844968, 0.7380059473214995
5, 6, 0.576801274844968, 0.7380059473214995
1, 9, 0.9273066829193534, 0.3024943626187909
6, 6, 0.5622831598272986, 0.7911597606278504
5, 8, 0.7914787280429199, 0.7541676871355021
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
1, 1, 0.3270893697138662, 0.2156874267060295
2, 3, 0.5159788236096956, 0.3651479570913014
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
4, 8, 0.8299069544631893, 0.6494418157791784
1, 1, 0.3270893697138662, 0.2156874267060295
6, 6, 0.5622831598272986, 0.7911597606278504
2, 2, 0.3499664559660465, 0.3259312545983122
3, 4, 0.5363963478885989, 0.4941212216873102
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
5, 5, 0.4861401384154267, 0.7017083214488523
4, 5, 0.5566925686481624, 0.6238816755434128
3, 3, 0.3735553529293683, 0.4595103887016707
4, 4, 0.4186836807098171, 0.5919585321520053
1, 1, 0.3270893697138662, 0.2156874267060295
4, 5, 0.5566925686481624, 0.6238816755434128
1, 1, 0.3270893697138662, 0.2156874267060295
6, 7, 0.6009701949248364, 0.826489535680791
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
4, 4, 0.4186836807098171, 0.5919585321520053
1, 1, 0.3270893697138662, 0.2156874267060295
5, 8, 0.7914787280429199, 0.7541676871355021
6, 6, 0.5622831598272986, 0.7911597606278504
5, 5, 0.4861401384154267, 0.7017083214488523
3, 7, 0.8369434978490204, 0.5119836341784523
6, 7, 0.6009701949248364, 0.826489535680791
7, 7, 0.635600713375385, 0.8591701678484041
3, 3, 0.3735553529293683, 0.4595103887016707
2, 3, 0.5159788236096956, 0.3651479570913014
6, 7, 0.6009701949248364, 0.826489535680791
3, 8, 0.8624837256888123, 0.5280226078178277
1, 1, 0.3270893697138662, 0.2156874267060295
6, 9, 0.7965567619886775, 0.8397484459631961
7, 8, 0.6706070809872984, 0.8840008808561843
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
8, 7, 0.6688816936363846, 0.8865404194969013
6, 6, 0.5622831598272986, 0.7911597606278504
1, 2, 0.5077462308849199, 0.2492458544297816
1, 1, 0.3270893697138662, 0.2156874267060295
2, 3, 0.5159788236096956, 0.3651479570913014
6, 7, 0.6009701949248364, 0.826489535680791
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
3, 3, 0.3735553529293683, 0.4595103887016707
1, 2, 0.5077462308849199, 0.2492458544297816
3, 4, 0.5363963478885989, 0.4941212216873102
2, 2, 0.3499664559660465, 0.3259312545983122
7, 7, 0.635600713375385, 0.8591701678484041
1, 1, 0.3270893697138662, 0.2156874267060295
6, 6, 0.5622831598272986, 0.7911597606278504
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
6, 6, 0.5622831598272986, 0.7911597606278504
4, 4, 0.4186836807098171, 0.5919585321520053
1, 5, 0.8503111320526184, 0.2517422135677919
2, 3, 0.5159788236096956, 0.3651479570913014
2, 3, 0.5159788236096956, 0.3651479570913014
1, 1, 0.3270893697138662, 0.2156874267060295
5, 5, 0.4861401384154267, 0.7017083214488523
3, 3, 0.3735553529293683, 0.4595103887016707
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 2, 0.5077462308849199, 0.2492458544297816
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
5, 5, 0.4861401384154267, 0.7017083214488523
1, 1, 0.3270893697138662, 0.2156874267060295
1, 7, 0.8945299964282429, 0.2767153763690897
4, 5, 0.5566925686481624, 0.6238816755434128
1, 1, 0.3270893697138662, 0.2156874267060295
6, 7, 0.6009701949248364, 0.826489535680791
5, 6, 0.576801274844968, 0.7380059473214995
1, 1, 0.3270893697138662, 0.2156874267060295
5, 5, 0.4861401384154267, 0.7017083214488523
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
5, 5, 0.4861401384154267, 0.7017083214488523
2, 3, 0.5159788236096956, 0.3651479570913014
5, 6, 0.576801274844968, 0.7380059473214995
5, 6, 0.576801274844968, 0.7380059473214995
1, 1, 0.3270893697138662, 0.2156874267060295
6, 7, 0.6009701949248364, 0.826489535680791
3, 4, 0.5363963478885989, 0.4941212216873102
6, 7, 0.6009701949248364, 0.826489535680791
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
1, 1, 0.3270893697138662, 0.2156874267060295
1, 2, 0.5077462308849199, 0.2492458544297816
3, 4, 0.5363963478885989, 0.4941212216873102
1, 1, 0.3270893697138662, 0.2156874267060295
3, 4, 0.5363963478885989, 0.4941212216873102
8, 8, 0.7031216266633677, 0.9076186383732318
1, 1, 0.3270893697138662, 0.2156874267060295
4, 5, 0.5566925686481624, 0.6238816755434128
2, 2, 0.3499664559660465, 0.3259312545983122
5, 5, 0.4861401384154267, 0.7017083214488523
4, 4, 0.4186836807098171, 0.5919585321520053
4, 4, 0.4186836807098171, 0.5919585321520053
4, 4, 0.4186836807098171, 0.5919585321520053
1, 2, 0.5077462308849199, 0.2492458544297816
4, 4, 0.4186836807098171, 0.5919585321520053
4, 4, 0.4186836807098171, 0.5919585321520053
1, 2, 0.5077462308849199, 0.2492458544297816
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
1, 1, 0.3270893697138662, 0.2156874267060295
3, 3, 0.3735553529293683, 0.4595103887016707
4, 8, 0.8299069544631893, 0.6494418157791784
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
4, 4, 0.4186836807098171, 0.5919585321520053
1, 1, 0.3270893697138662, 0.2156874267060295
2, 8, 0.8896508885370999, 0.4031949004703844
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
6, 7, 0.6009701949248364, 0.826489535680791
2, 7, 0.8683863310662859, 0.3878319235486426
3, 9, 0.8845751944258957, 0.5440039374302056
1, 1, 0.3270893697138662, 0.2156874267060295
5, 5, 0.4861401384154267, 0.7017083214488523
5, 5, 0.4861401384154267, 0.7017083214488523
6, 6, 0.5622831598272986, 0.7911597606278504
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
1, 2, 0.5077462308849199, 0.2492458544297816
6, 6, 0.5622831598272986, 0.7911597606278504
1, 1, 0.3270893697138662, 0.2156874267060295
6, 7, 0.6009701949248364, 0.826489535680791
2, 3, 0.5159788236096956, 0.3651479570913014
4, 4, 0.4186836807098171, 0.5919585321520053
2, 3, 0.5159788236096956, 0.3651479570913014
4, 5, 0.5566925686481624, 0.6238816755434128
4, 7, 0.7997213566537709, 0.6346742043510893
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
4, 4, 0.4186836807098171, 0.5919585321520053
2, 7, 0.8683863310662859, 0.3878319235486426
1, 1, 0.3270893697138662, 0.2156874267060295
3, 3, 0.3735553529293683, 0.4595103887016707
2, 8, 0.8896508885370999, 0.4031949004703844
1, 1, 0.3270893697138662, 0.2156874267060295
6, 7, 0.6009701949248364, 0.826489535680791
4, 7, 0.7997213566537709, 0.6346742043510893
1, 7, 0.8945299964282429, 0.2767153763690897
6, 9, 0.7965567619886775, 0.8397484459631961
6, 6, 0.5622831598272986, 0.7911597606278504
4, 4, 0.4186836807098171, 0.5919585321520053
1, 1, 0.3270893697138662, 0.2156874267060295
2, 2, 0.3499664559660465, 0.3259312545983122
4, 9, 0.856360187783518, 0.6639285715555797
1, 1, 0.3270893697138662, 0.2156874267060295
5, 8, 0.7914787280429199, 0.7541676871355021
5, 8, 0.7914787280429199, 0.7541676871355021
3, 4, 0.5363963478885989, 0.4941212216873102
5, 5, 0.4861401384154267, 0.7017083214488523
3, 3, 0.3735553529293683, 0.4595103887016707
4, 8, 0.8299069544631893, 0.6494418157791784
3, 3, 0.3735553529293683, 0.4595103887016707
1, 1, 0.3270893697138662, 0.2156874267060295
5, 5, 0.4861401384154267, 0.7017083214488523
1, 1, 0.3270893697138662, 0.2156874267060295
1, 1, 0.3270893697138662, 0.2156874267060295
4, 4, 0.4186836807098171, 0.5919585321520053
4, 4, 0.4186836807098171, 0.5919585321520053
2, 3, 0.5159788236096956, 0.3651479570913014
5, 5, 0.4861401384154267, 0.7017083214488523
3, 3, 0.3735553529293683, 0.4595103887016707
