,"1-(s,Q)",1-DailyPurchase,"2-(s,S)",2-PeriodicallyPurchase,"3-(R,S)",3-Random,4-Random,Clients_N,DS_D,Demand_W,Distr1,Distr2,Fact,HC,K,Lt0,Lt1,MA,SS_%,lost_ratio_sales_dis,lost_ratio_sales_fac,lost_ratio_sales_ret,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_factory_MA_mean_relative,stock_retailer_MA_mean_relative
37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,363.0,6.0,22.0,5.0,11.0,3.0,0.0249099856155615,200.0,4.0,4.0,500.0,0.85,0.1338476871262629,0.011950209883559,0.0010183817466694,0.0047783775756637,0.1400943869403396,0.7383643129447366,0.1167629225392601
38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,437.0,2.0,20.0,7.0,14.0,2.0,0.0458512720337463,200.0,4.0,4.0,500.0,0.85,0.0626614100238495,0.0004425272476538,0.0007616660492416,0.0079771977050467,0.2011035659294548,0.6175399917209936,0.1733792446445048
39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,297.0,7.0,19.0,6.0,16.0,4.0,0.0828854690173999,200.0,4.0,4.0,500.0,0.85,0.0691661415788316,0.0037303048983608,0.001257377876488,0.0273775241693126,0.1624690298575603,0.6825752056023408,0.1275782403707862
40,0.0,0.0,0.0,0.0,0.0,1.0,1.0,153.0,0.0,11.0,7.0,4.0,2.0,0.0974853349851024,200.0,4.0,4.0,500.0,0.85,0.0272761967104165,0.0254738508533169,7.836049295173058e-05,0.0237715796118605,0.1864658312357115,0.6591943667599361,0.1305682223924918
41,0.0,1.0,1.0,0.0,0.0,0.0,0.0,119.0,5.0,19.0,13.0,17.0,3.0,0.0218095741839749,200.0,4.0,4.0,500.0,0.85,0.1183745776142377,0.014666514660181,6.71438355244605e-05,0.0028260554119238,0.3274262267718358,0.5031655181778284,0.166582199638412
42,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,8.0,28.0,1.0,1.0,1.0,0.0790268164494989,200.0,4.0,4.0,500.0,0.85,0.127636678674023,0.0483151203438489,2.0872687045366785e-05,0.0075883375251038,0.260689652533683,0.6104004373725676,0.1213215725686455
43,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,7.0,21.0,1.0,2.0,1.0,0.035439451525088,200.0,4.0,4.0,500.0,0.85,0.0410518421121034,0.0823775393690705,0.0002775314502604,0.0301963933115471,0.2746187705006193,0.4904089063923713,0.2047759297954622
44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,12.0,29.0,1.0,1.0,1.0,0.0944929248077599,200.0,4.0,4.0,500.0,0.85,0.0708796702703463,0.170176811401172,0.0001510437120502,0.00860597109882,0.3231350395853082,0.5247353413085978,0.1435236480072738
45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,976.0,6.0,18.0,12.0,24.0,3.0,0.0495380582098347,200.0,4.0,4.0,500.0,0.85,0.0579124479715087,0.0025838697736783,0.0009226299002728,0.0245296368972712,0.1856324563328951,0.6542803912711116,0.1355575154987219
46,0.0,1.0,0.0,0.0,0.0,0.0,1.0,862.0,4.0,12.0,12.0,32.0,4.0,0.0695235269093442,200.0,4.0,4.0,500.0,0.85,0.0821860663501581,0.0020887237325087,0.0006426404580076,0.0046653531880159,0.1183870372536049,0.7668520846643629,0.1100955248940162
47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,512.0,4.0,9.0,23.0,31.0,4.0,0.0257856586100743,200.0,4.0,4.0,500.0,0.85,0.1081545344111962,0.0069775727131484,0.0005238566993314,0.01135155370805,0.2622948724556887,0.5640925993475371,0.162260974488724
48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,325.0,2.0,6.0,3.0,10.0,1.0,0.0858363289103566,200.0,4.0,4.0,500.0,0.85,0.0612358123982408,0.0088236063307101,0.0004833001135245,0.0070268405491802,0.2875826562051791,0.4803243510328795,0.2250661522127611
49,0.0,0.0,0.0,1.0,0.0,0.0,1.0,708.0,9.0,26.0,9.0,34.0,4.0,0.0653387534458367,200.0,4.0,4.0,500.0,0.85,0.0833174089916309,0.0006895265815247,0.0028078154687876,0.0282182892560672,0.1394425335311123,0.7086328767628081,0.1237063004500124
50,0.0,0.0,0.0,0.0,0.0,1.0,1.0,222.0,0.0,5.0,7.0,7.0,2.0,0.0356987714744543,200.0,4.0,4.0,500.0,0.85,0.0843142670674818,0.1369932194927388,0.0003152741081977,0.0195682139157924,0.4234392318088519,0.2999205649375955,0.2570719893377601
51,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1089.0,5.0,14.0,9.0,27.0,4.0,0.0685626982251651,200.0,4.0,4.0,500.0,0.85,0.0843583324007467,0.0009937575062018,0.0016051953262146,0.0227712311605507,0.1159064151484491,0.75860907482333,0.1027132788676701
52,1.0,0.0,0.0,1.0,0.0,0.0,0.0,365.0,3.0,12.0,10.0,12.0,3.0,0.0219642723933829,200.0,4.0,4.0,500.0,0.85,0.0881900289686275,0.0107303869128368,0.0005594854805747,0.0217399118138746,0.2747903360564767,0.5313982437595957,0.1720715083700531
53,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,15.0,5.0,1.0,1.0,0.0208489268161058,200.0,4.0,4.0,500.0,0.85,0.2252633425041926,0.5796730790614922,4.255862450525599e-05,0.0040711465209982,0.3820143502410413,0.4081349895737621,0.2057795136641983
54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,34.0,12.0,26.0,7.0,1.0,4.0,0.0799183979363964,200.0,4.0,4.0,500.0,0.85,0.0331955802580751,0.0602255381142507,0.0001531971991325,0.0082290475735632,0.1656313344371221,0.7536543008897209,0.0724853170995938
55,0.0,0.0,0.0,1.0,1.0,0.0,0.0,372.0,5.0,19.0,11.0,32.0,2.0,0.0434556637010183,200.0,4.0,4.0,500.0,0.85,0.0737576640783301,0.0171391212916404,0.0007886641061372,0.0237578273085655,0.2796862062621724,0.4599484975519577,0.2366074688773043
56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,99.0,1.0,5.0,2.0,3.0,1.0,0.0338898332308342,200.0,4.0,4.0,500.0,0.85,0.1102165847756766,0.137267819619769,0.000256350080335,0.004263474671556,0.3946605088120884,0.3685469418106173,0.2325290747057382
