Fact,Distr1,Distr2,Clients_N,Demand_W,DS_D,HC,Lt0,Lt1,SS_%,K,MA,Customers_Strategy,Inventory_Policy,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
3,10,20,574,8,3,0.07005989923787723,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0004180786175382133,0.06997031365373649,0.0027529024632207944,0.015381043106103238,0.21797346960929803,0.1481675543029836,0.6184779329816151
3,6,16,771,20,2,0.07955833496553345,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.057198289014074886,0.2520775782134375,0.0,0.04568735105066814,0.043645352165764276,0.09693536325359882,0.8137319335299689
2,2,7,231,25,12,0.04524113746262468,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0009707240772581808,0.06693871566738,0.029864568997689894,0.034582932889476746,0.18355872639059426,0.16885036907545048,0.6130079716444785
1,4,14,360,9,2,0.09073626427724964,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0005723636038625089,0.06176925699598731,0.006142706202388763,0.024477387866615057,0.2630006928886188,0.2471175602423493,0.46540435900241683
2,2,7,182,8,2,0.07238808335119659,4,4,0.85,200,500,"3-Random","4-Random",0.000980668009051474,0.0682261508767607,0.02720450031326233,0.023610652317110594,0.29068658495029714,0.22158422708576442,0.4641185356468279
2,3,2,36,4,1,0.09013486725541256,4,4,0.85,200,500,"1-DailyPurchase","4-Random",6.692096633875393e-05,0.15125848981222534,0.2152661814591932,0.005125270837839019,0.3049987426653111,0.18115212727973512,0.5087238592171147
3,5,16,673,7,3,0.0710180489110291,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0007003436293264062,0.07430706818377988,0.013327752433426638,0.00440236658878346,0.13915726326259556,0.10917404554417551,0.7472663246044454
3,2,2,96,16,4,0.04919875884694451,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.000437888836866198,0.011261219996035837,0.014058107877980976,0.04892234378761765,0.20974839402474021,0.17528976341242516,0.566039498775217
3,5,11,363,22,6,0.02490998561556157,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0010183817466694269,0.13384768712626297,0.011950209883559012,0.00477837757566375,0.1400943869403396,0.1167629225392601,0.7383643129447366
2,7,14,437,20,2,0.04585127203374637,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0007616660492416181,0.06266141002384952,0.00044252724765384726,0.007977197705046787,0.20110356592945486,0.17337924464450483,0.6175399917209936
4,6,16,297,19,7,0.08288546901739997,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.00125737787648807,0.06916614157883164,0.0037303048983608313,0.027377524169312672,0.1624690298575603,0.12757824037078627,0.6825752056023408
2,7,4,153,11,0,0.09748533498510244,4,4,0.85,200,500,"3-Random","4-Random",7.836049295173058e-05,0.027276196710416596,0.025473850853316972,0.023771579611860532,0.18646583123571156,0.13056822239249186,0.6591943667599361
3,13,17,119,19,5,0.021809574183974913,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",6.71438355244605e-05,0.1183745776142377,0.014666514660181056,0.002826055411923876,0.3274262267718358,0.16658219963841206,0.5031655181778284
1,1,1,24,28,8,0.07902681644949891,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",2.0872687045366785e-05,0.12763667867402306,0.048315120343848966,0.0075883375251038585,0.260689652533683,0.12132157256864555,0.6104004373725676
1,1,2,62,21,7,0.035439451525088074,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.00027753145026041703,0.04105184211210342,0.08237753936907054,0.030196393311547182,0.2746187705006193,0.20477592979546225,0.4904089063923713
1,1,1,16,29,12,0.09449292480775992,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.00015104371205026734,0.07087967027034639,0.17017681140117208,0.008605971098820091,0.32313503958530826,0.14352364800727388,0.5247353413085978
3,12,24,976,18,6,0.04953805820983476,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0009226299002728069,0.05791244797150874,0.0025838697736783075,0.024529636897271216,0.18563245633289518,0.13555751549872197,0.6542803912711116
4,12,32,862,12,4,0.06952352690934424,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0006426404580076882,0.08218606635015815,0.0020887237325087292,0.004665353188015924,0.1183870372536049,0.11009552489401628,0.7668520846643629
4,23,31,512,9,4,0.025785658610074376,4,4,0.85,200,500,"3-Random","1-(s,Q)",0.0005238566993314527,0.10815453441119627,0.006977572713148429,0.011351553708050053,0.2622948724556887,0.16226097448872404,0.5640925993475371
1,3,10,325,6,2,0.08583632891035668,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0004833001135245934,0.06123581239824084,0.008823606330710129,0.007026840549180204,0.28758265620517914,0.22506615221276116,0.4803243510328795
4,9,34,708,26,9,0.06533875344583674,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0028078154687876423,0.08331740899163093,0.0006895265815247631,0.028218289256067217,0.13944253353111233,0.12370630045001244,0.7086328767628081
2,7,7,222,5,0,0.03569877147445438,4,4,0.85,200,500,"3-Random","4-Random",0.00031527410819771375,0.08431426706748187,0.13699321949273885,0.01956821391579245,0.4234392318088519,0.25707198933776015,0.29992056493759556
4,9,27,1089,14,5,0.06856269822516516,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0016051953262146048,0.08435833240074671,0.0009937575062018951,0.02277123116055075,0.11590641514844918,0.1027132788676701,0.75860907482333
3,10,12,365,12,3,0.021964272393382993,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.000559485480574716,0.08819002896862754,0.01073038691283686,0.02173991181387461,0.2747903360564767,0.17207150837005314,0.5313982437595957
1,5,1,11,15,3,0.020848926816105826,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",4.255862450525599e-05,0.22526334250419267,0.5796730790614922,0.004071146520998277,0.38201435024104136,0.20577951366419836,0.4081349895737621
4,7,1,34,26,12,0.07991839793639643,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0001531971991325869,0.03319558025807512,0.060225538114250764,0.008229047573563221,0.16563133443712214,0.07248531709959381,0.7536543008897209
2,11,32,372,19,5,0.04345566370101839,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0007886641061372021,0.07375766407833012,0.01713912129164043,0.02375782730856552,0.2796862062621724,0.2366074688773043,0.45994849755195777
1,2,3,99,5,1,0.03388983323083422,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0002563500803350604,0.11021658477567661,0.13726781961976903,0.004263474671556011,0.3946605088120884,0.23252907470573825,0.36854694181061737
4,7,11,15,22,7,0.08622828289538632,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.0005025232328522794,0.1300056384295748,0.0969087650207008,0.0029919869116803166,0.2922007502985157,0.1508622092475211,0.5539450535422829
1,1,1,17,5,2,0.03979317593836388,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.00012658227848101267,0.2696019744718472,0.5220371384941774,0.003845208602790938,0.37132947168071584,0.20076706843879327,0.4240582512776999
1,1,2,34,22,5,0.07769662856242122,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.0009300844878761302,0.08605939034799077,0.06645114836965306,0.007343024305702481,0.26680350283098686,0.16985921251264216,0.5559942603506685
