Fact,Distr1,Distr2,Clients_N,Demand_W,DS_D,HC,Lt0,Lt1,SS_%,K,MA,Customers_Strategy,Inventory_Policy,lost_ratio_sales_ret,lost_ratio_sales_dis,lost_ratio_sales_fac,stock_customer_MA_mean_relative,stock_distributor_MA_mean_relative,stock_retailer_MA_mean_relative,stock_factory_MA_mean_relative
4,14,12,457,24,7,0.09682406430941587,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",9.749389598806232e-05,0.006496347125116193,0.00026489630267885684,0.004519725697602423,0.06862902097518554,0.039112082430932324,0.8877391708962796
1,2,4,41,27,2,0.04852431814527586,4,4,0.85,200,500,"3-Random","1-(s,Q)",0.00019781227484116066,0.032663173012089805,0.02862482221102515,0.01976454027309827,0.330425183050841,0.20385129020469936,0.4459589864713614
2,9,27,473,5,2,0.05071420973873796,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0003315818543874184,0.10503492577107292,0.01666831563441286,0.0042646130115502785,0.25024961142963015,0.22771215600271813,0.5177736195561015
2,2,4,148,8,2,0.01981639260062306,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0002844862240638239,0.11916671645222668,0.09495022451021397,0.004599647301993243,0.23981581929888793,0.20218330349851735,0.5534012299006016
4,16,8,159,20,4,0.02474872344203085,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",6.612847881721133e-05,0.11693113351926783,0.04106488109913908,0.002157689259547234,0.16616572362648402,0.08092512973418721,0.7507514573797817
2,2,6,127,4,0,0.0638861490078172,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0010285549956811186,0.06896712783576178,0.11674575112470228,0.026138789232720512,0.2899334150782884,0.23725468691385787,0.4466731087751332
2,6,4,194,24,10,0.09471874061345792,4,4,0.85,200,500,"3-Random","2-(s,S)",0.0004861100875882481,0.038548641362913916,0.00893977486656703,0.023426553416059998,0.1866522970034633,0.10580550347341064,0.684115646107066
3,8,26,973,29,7,0.09808076944790964,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0017003418872705458,0.027990738122464644,0.00039840358764335566,0.02894987752708117,0.12323719016018513,0.08996390935193325,0.7578490229608006
2,6,16,385,24,0,0.027155350880021564,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0009635943175624756,0.09927872807012986,0.007155618067350537,0.028000861986680513,0.22619004934953335,0.19140625447394363,0.5544028341898425
4,3,10,410,25,2,0.09069757084437809,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0012600997713576487,0.045501787970388674,0.0038621374564624736,0.03212238148556939,0.1609134412848908,0.1422483432440507,0.6647158339854892
2,2,1,2,12,0,0.0899904888315806,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0,0.28559569270178603,0.6356217338392154,0.016686133822793256,0.36842983480727515,0.21842149174036374,0.3964625396295678
2,5,6,25,1,0,0.05011756735299604,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.0,0.0,0.0,0.0,0.2938410907381288,0.11753643629525153,0.5886224729666196
2,2,3,87,12,5,0.06211418442421415,4,4,0.85,200,500,"3-Random","1-(s,Q)",0.0010919096944545657,0.05412540883189282,0.027288396024607812,0.021009682976646345,0.22485974314485693,0.13591821536059873,0.618212358517898
3,3,1,2,12,2,0.055969224511386445,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.0,0.2155729465824239,0.6455401278297282,0.002185136565915556,0.3735416210149929,0.19185376173205354,0.4324194806870381
4,14,28,400,2,0,0.038899538198814324,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0,0.0,0.0,0.0021372088053002777,0.23861936311177603,0.04338533874759564,0.715858089335328
1,3,6,243,29,8,0.08422082524725655,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0009039010939291457,0.03649295929490104,0.0004887303727781592,0.013694337817422995,0.12723531864698795,0.11469056800666018,0.7443797755289289
1,4,7,28,27,6,0.08944586893060896,4,4,0.85,200,500,"3-Random","2-(s,S)",0.001285190171161442,0.1033257360961456,0.045739400079717794,0.015344451112095585,0.3681054305603953,0.26422630634917127,0.35232381197833784
1,1,1,19,26,3,0.06923491927163479,4,4,0.85,200,500,"1-DailyPurchase","4-Random",1.886205237991946e-05,0.14838430234900682,0.14537696841734846,0.0058943699594100766,0.2924858607847094,0.1374654892690697,0.5641542799868109
2,1,3,82,18,0,0.07462052852871465,4,4,0.85,200,500,"3-Random","4-Random",0.0013747293220860925,0.15149739682999164,0.02115282071019914,0.033810506259680885,0.1702671849277666,0.229301217108036,0.5666210917045166
1,3,7,103,14,3,0.061025182123560985,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.00038892219935503735,0.09947863593239396,0.05425881248127222,0.005920987720356481,0.29558750343791707,0.22328770044276397,0.4752038083989625
4,9,12,225,15,1,0.02422388298935177,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",1.1826473116578719e-05,0.09301448629313717,0.027744665262386666,0.0020286682192514095,0.20815762881786762,0.12451132426567718,0.6653023786972038
4,15,23,676,10,3,0.0557947743041392,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0003339006874059172,0.07611107589937652,0.0005302994487744292,0.0047100716448093905,0.15186955366400526,0.10788516492546693,0.7355352097657185
3,16,41,1339,14,4,0.023740407786572746,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.0004113232225717044,0.09372639437807093,0.002105536550794352,0.00419843946909851,0.20794094808657784,0.14652395841234564,0.641336654031978
2,4,11,437,29,7,0.01816187162335757,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.001506001906898847,0.11514660310875952,0.002202594169518041,0.04104505150339073,0.245551647406758,0.26017182220385215,0.45323147888599913
2,10,38,1187,9,3,0.047308390497780385,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.001382976860169969,0.08008471760721568,0.0001443806690830341,0.030958280806245582,0.23001693722676136,0.221226567593546,0.5177982143734471
1,5,17,79,24,9,0.02174185157219477,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.001379869240962404,0.13073446162744043,0.18042119774234067,0.021820597205282323,0.3604268810491758,0.36436946402500375,0.2533830577205382
3,11,21,544,28,3,0.05831268174382817,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0008465845947151581,0.060417987221624656,0.0012026263227847007,0.015550066290906543,0.15693675795702308,0.11499126894329408,0.7125219068087763
2,2,5,247,14,6,0.05474567789314916,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.009485477863466152,0.23572757959175542,0.0031938189616103666,0.05853988190945092,0.10726980723577391,0.23526925564509876,0.5989210552096765
1,3,2,15,27,13,0.09216947601306089,4,4,0.85,200,500,"3-Random","4-Random",0.0017428791712365212,0.07443877422760753,0.1045941740230654,0.023388504394065476,0.39773480681672113,0.1898695480099856,0.3890071407792278
1,1,2,40,7,2,0.07285968681601176,4,4,0.85,200,500,"3-Random","3-(R,S)",2.016647424489158e-05,0.11760873251756053,0.13235738596790939,0.016235664579463863,0.33708255810261367,0.1947898081041371,0.4518919692137854
3,14,32,156,10,1,0.06486556282579567,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0008095681138105574,0.09665636135906573,0.1116835682459251,0.015213968826114812,0.3235084249423356,0.2343986037628734,0.42687900246867627
3,6,5,248,22,8,0.04145492728375322,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0002588827265850929,0.05298784246373657,0.024576073986822627,0.015396503995580964,0.17021326066439013,0.10485062086535069,0.7095396144746783
4,4,14,227,9,3,0.011047928489377369,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.0007177450353446193,0.10330827901133449,0.12177698656009325,0.016037345674383953,0.2275821742408387,0.2841989824892437,0.47218149759553374
3,11,10,320,20,4,0.07158260834507577,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0002879543708042256,0.046470833841864886,0.007362265807706503,0.024095588568407787,0.2102272819742151,0.12225713955110332,0.6434199899062738
1,2,1,48,18,2,0.05567645628278384,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",2.7408980160792823e-05,0.06366844978767992,0.09528757324512112,0.02820333408298376,0.34014182735072623,0.15069183986693857,0.4809629986993514
1,3,11,156,1,0,0.04437715895345097,4,4,0.85,200,500,"3-Random","2-(s,S)",0.0,0.0,0.0,0.0,0.375,0.25,0.375
4,10,31,481,17,8,0.057552182748525034,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0008390555225211497,0.06774546114477381,0.033331149684955735,0.021687423513004993,0.19911206183853553,0.21209135425903225,0.5671091603894272
4,7,8,123,26,6,0.09311485330258189,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0009261338274149613,0.06736236445079004,0.02284020320799502,0.0297162045565842,0.23403987876809276,0.1656933488512436,0.5705505678240794
2,11,17,321,22,9,0.05815576452354843,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.0004672132830292639,0.0802404656083879,0.002553090509296282,0.006227280656558341,0.21406193352467345,0.13231932211607275,0.6473914637026955
3,8,12,91,12,4,0.02126563317545463,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0004943536047547248,0.1014702402986379,0.21159507152115173,0.012532855368177132,0.3786289699684421,0.22818294671087422,0.3806552279525065
1,4,3,87,7,2,0.06476830365567947,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.000301838953826186,0.1140764001398605,0.1060481206306569,0.0279021869963457,0.44317247485927524,0.19229372153111154,0.33663161661326757
2,4,7,143,12,2,0.016618904358362517,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.0010466515031333883,0.1343587017754275,0.16708096764753558,0.004518813771243454,0.20596962024563684,0.2955897469444069,0.49392181903871296
3,5,2,53,24,11,0.057564894781563083,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0004807393552766266,0.017234799149467205,0.040963081273805,0.03239186989877566,0.24928451409098248,0.13044875087706354,0.5878748651331783
3,15,44,1496,2,0,0.07326146765437408,4,4,0.85,200,500,"3-Random","4-Random",0.0,0.0,0.0,0.00161675396276945,0.2415443337186848,0.03220591116249131,0.7246330011560544
2,3,2,62,19,9,0.079738586227784,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.0005166877671969321,0.0009712364037931891,0.01862477408671897,0.050341181367200234,0.15559883910593159,0.13359584687897227,0.6604641326478958
4,8,30,336,12,5,0.032077872305431965,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0002524473204396057,0.07457958543079564,0.007213569052647882,0.0036467414129555524,0.19559106437329532,0.168568432029808,0.6321937621839412
1,1,3,50,15,1,0.05558127560110982,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0007120208415820171,0.09022077038908048,0.09596237944048404,0.004468706548125874,0.22918176344989077,0.18896974560606547,0.577379784395918
2,1,1,37,25,5,0.08603902115585899,4,4,0.85,200,500,"3-Random","1-(s,Q)",0.00024246321190079102,0.0003962843306488988,0.006287547296594645,0.03151184493064404,0.23521130134015975,0.11094014407924031,0.6223367096499559
4,13,28,1121,14,4,0.07226316016805961,4,4,0.85,200,500,"3-Random","4-Random",0.0009484222141842201,0.07881927994379066,0.0007875633418543038,0.01482486062324056,0.12393026025427505,0.0899475767472894,0.7712973023751949
1,3,11,328,29,10,0.03741874708515202,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.0011362818705945134,0.06175743022455728,0.004558900950757431,0.011687617491654093,0.1990628184382289,0.19246331685535506,0.5967862472147619
4,4,7,233,2,0,0.06054020692226325,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0,0.0,0.0,0.009445916369081903,0.27013016933533,0.18008677955688668,0.5403371347387014
1,3,1,6,21,9,0.08889141730497023,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.0003329633740288568,0.11167221393320326,0.3763937559732399,0.00722871788457893,0.37427522283172665,0.20810656056469595,0.4103894987189985
2,7,3,134,27,0,0.02942354169425597,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0,0.003286905609581514,0.006193457678665747,0.00451059383650915,0.24450963112767538,0.10202572788866508,0.6489540471471504
2,6,11,152,28,9,0.07628763308770355,4,4,0.85,200,500,"3-Random","1-(s,Q)",0.002514321428658452,0.09831655356308733,0.0009702521853055106,0.023903093517771586,0.12719784756099803,0.14004535803532467,0.7088537008859056
3,17,22,572,6,0,0.049238746527100336,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.0005777946974289534,0.055518131104109116,0.003692321127006551,0.024997562510951657,0.25446499305064313,0.20511729518977512,0.5154201492486301
2,8,2,60,11,5,0.06700572899954635,4,4,0.85,200,500,"3-Random","3-(R,S)",0.00047943339689457913,0.08858808940427074,0.03373806622423663,0.017835173803783844,0.2996426175241112,0.134801295074495,0.54772091359761
2,9,23,511,26,3,0.08858311839196446,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0005852743089659043,0.06303539738871668,5.72673463253853e-05,0.006544130911819959,0.08953721001323917,0.09028270020883972,0.8136359588661012
1,2,7,76,2,0,0.015915580180953053,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.0,0.0,0.0,0.016183986371379896,0.32793867120954,0.32793867120954,0.32793867120954
4,23,4,164,29,5,0.04547409031575792,4,4,0.85,200,500,"1-DailyPurchase","4-Random",2.1124262738667323e-05,0.07746498123433347,0.00885697282206622,0.0030402649975303695,0.10372266622982496,0.048087730459051396,0.8451493383135934
2,8,2,94,14,6,0.03089317355116978,4,4,0.85,200,500,"3-Random","4-Random",0.0004234580153068382,0.14501159835127939,0.09170547079286057,0.027567169011443952,0.23343859249247184,0.19474494179499705,0.544249296701087
3,6,14,271,18,1,0.055880443091681394,4,4,0.85,200,500,"3-Random","2-(s,S)",0.0008255753138697843,0.07530769888198408,0.016870867858792764,0.018252729137051588,0.20719316060309637,0.17950412399140586,0.5950499862684462
4,22,36,1332,17,4,0.018812789688276797,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.0003342219794933521,0.08556249937987506,0.0023959294980670184,0.0017432908536755072,0.08898829522747406,0.05836428690561315,0.8509041270132373
1,2,4,122,5,2,0.059316380698614606,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.002903332233586275,0.1531534205589723,0.047949761065894526,0.04181780727567692,0.3247321269769629,0.2483762601349699,0.38507380561239024
3,10,7,208,15,7,0.04558466266572968,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0006868500294482802,0.06093655811370988,0.0674031476606012,0.02275629801659084,0.2373184697924788,0.13954708227365792,0.6003781499172725
2,10,11,294,25,0,0.03140921014759775,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.00028109340801954957,0.052138868618860135,0.014918345156427286,0.028414282559567388,0.32201793525444794,0.17124654779902693,0.47832123438695784
2,10,18,135,7,0,0.05680666954792624,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.00011119649904000356,0.10491498779266857,0.03177795946718376,0.002648474244779049,0.31774328613780434,0.2353169719689341,0.4442912676484825
3,11,13,92,27,6,0.07901509504570478,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.000841323589740024,0.06886172905978039,0.006936809636527827,0.014365990303532396,0.18636078689303615,0.11628380761626124,0.6829894151871702
2,6,23,230,10,1,0.026469819188491894,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0008176087275984992,0.11382445660218635,0.06271287616803234,0.018812759762493525,0.24234530597018586,0.29485862301158605,0.4439833112557346
2,4,13,314,2,0,0.06357862522832526,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0,0.0,0.0,0.01608325449385052,0.3279722485020498,0.3279722485020498,0.3279722485020498
3,7,4,86,29,2,0.03683402223892668,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0,0.09371924476170938,0.019882170613089608,0.0034242905601752503,0.18340311773515736,0.08388368008986052,0.7292889116148068
2,3,10,94,16,0,0.021656259075407948,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0004827128461956194,0.12412262721129,0.04056721149421369,0.0033491050051305442,0.32294115551248437,0.2916881626952457,0.3820215767871395
4,4,2,12,1,0,0.020488301495619907,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.0,0.0,0.0,0.0,0.2,0.4,0.4
1,1,1,5,2,0,0.03464987232100633,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.0,0.0,0.0,0.0196078431372549,0.24509803921568626,0.49019607843137253,0.24509803921568626
3,9,24,198,19,3,0.09362067039282498,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.00037819984302540064,0.08664209256772168,0.003972831536084795,0.003642897835634687,0.1548655993338111,0.1322157018856336,0.7092758009449206
4,3,1,14,14,6,0.049688218637895396,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0006869583597548087,0.2119548785954816,0.47336045723142495,0.02596824989210955,0.3190418614936318,0.1890101541852577,0.465979734429001
1,1,2,56,9,3,0.02323873823025754,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.0010087919016427895,0.14248535329003784,0.19111418895096074,0.028098724402881414,0.3187000370437977,0.2539733189633438,0.39922791958997705
1,5,13,548,8,2,0.09914008630109056,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.0009025632573791924,0.08111162226332023,0.0,0.007688586657447534,0.2422052642364026,0.1980431444971738,0.5520630046089761
4,14,3,72,26,11,0.0884149049592407,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0004893943698329154,0.025275410517563917,0.048499598355244845,0.02693540729470914,0.20007844343811046,0.08962449563924166,0.6833616536279388
1,1,1,47,22,10,0.0710996210802995,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.00047265038704535683,0.0009884421849351015,0.007032204954224562,0.05662683134656493,0.23742327022975313,0.11691617208752451,0.5890337263361575
2,1,3,73,24,11,0.04069532567312548,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.0005025567742520303,0.092352144908006,0.07289891094816311,0.009504688340749167,0.23403121401779495,0.19717831452308843,0.5592857831183675
3,9,34,866,10,4,0.015521631666397827,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.000690433346681174,0.09007196931119937,0.048870116716768636,0.022545123630856655,0.30256214507878737,0.27700468037931875,0.39788805091103735
3,16,2,37,18,6,0.0722261195292748,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.00046984353177768656,0.030346179033549033,0.024407333143807407,0.02273108903123283,0.21841297066649587,0.10103952662911374,0.6578164136731575
1,4,1,5,18,8,0.030533514558961708,4,4,0.85,200,500,"3-Random","2-(s,S)",0.0002064675974914187,0.19968721622439714,0.5196972886986221,0.003785243296034112,0.41575830047753504,0.1869670463257891,0.3934894099006418
3,1,1,10,19,7,0.0801762927319714,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0005857204965943674,0.01918545644471087,0.20541641484921885,0.018400128473426255,0.40805197974447033,0.19408166867860635,0.379466223103497
1,2,4,176,5,2,0.06654709421116255,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.00011472648717260233,0.08707700339802901,0.09166165194819037,0.006984510987236833,0.34651487826306787,0.20865330943733432,0.4378473013123609
3,8,27,547,13,6,0.08621541129920565,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0009829446925371554,0.06320771354170425,0.0032084575521791744,0.01732106299571497,0.14798986261553784,0.14740037425367192,0.6872887001350753
4,12,19,559,12,3,0.05006536703121752,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.00018953115812546408,0.0772118798387006,0.0007823809422692928,0.004432462104420188,0.15402656931065692,0.1031748430874296,0.7383661254974933
3,6,5,244,18,0,0.06771162970198943,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0011361869071380335,0.08078418459083037,0.018366390262557663,0.024548659360603794,0.1747347861405298,0.14362867896501688,0.6570878755338496
2,3,3,65,27,1,0.0408842488061584,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.00011823323561956144,0.12097446114834269,0.07800964112023352,0.004029285866115925,0.2501733328667432,0.1228861706030673,0.6229112106640735
4,4,12,223,20,4,0.022973841735302536,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.000320582832160744,0.1132248718230051,0.02877142132755018,0.004600521719230089,0.20282221059637429,0.19167999654848883,0.6008972711359069
3,8,23,630,15,3,0.06352434864798331,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0011343568325663535,0.09001923102271679,0.0009598536617396074,0.004845037400571028,0.09202881969383776,0.09491467122485651,0.8082114716807346
1,1,2,95,4,1,0.08104353050353123,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.003104375507855164,0.07745106664145984,0.10773752629417556,0.04803111825270833,0.3491219149842914,0.2137762324784863,0.3890707342845139
4,11,5,85,15,7,0.05790811537410027,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0006499577865958393,0.06675696925424972,0.056296740718377494,0.01498341787959512,0.195181668516697,0.10445276772218766,0.6853821458815202
2,9,26,1259,21,0,0.08199863682975694,4,4,0.85,200,500,"3-Random","1-(s,Q)",0.014099171497852411,0.13633082689598724,0.0,0.029614891960715994,0.045008802243200266,0.07549724164528457,0.8498790641507992
2,11,22,772,8,0,0.09985038396211247,4,4,0.85,200,500,"1-DailyPurchase","4-Random",0.00038767244833086916,0.0877047924428542,0.0009579993400651549,0.006470636893820572,0.24826508773734138,0.2058558156937197,0.5394084596751183
1,5,10,11,3,0,0.056011192106206746,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.0,0.0,0.0,0.013157894736842105,0.39473684210526316,0.19736842105263158,0.39473684210526316
2,1,2,70,16,7,0.0236177141879483,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.00020034977731957042,0.06723975460314606,0.1811133149583988,0.007993489817608584,0.2990783480287408,0.23717035151940438,0.45575781063424614
4,7,1,30,9,2,0.02963798533755252,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.0,0.14198098200714057,0.43775342938486755,0.021493213203074863,0.26840700883483615,0.16137049588152444,0.5487292820805645
4,14,10,145,28,6,0.07702900445041241,4,4,0.85,200,500,"3-Random","2-(s,S)",0.0005086002131792383,0.07278529213451035,0.01303745250845963,0.007433944064768291,0.11679728593276087,0.06647542077724888,0.809293349225222
4,8,18,778,29,4,0.043239419302268864,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.000576434440907241,0.03598368268011929,0.00020093311377715047,0.00364325949037433,0.062046199065169644,0.046193316699823586,0.8881172247446324
1,1,1,46,7,1,0.08322985874650982,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",3.477101835620011e-05,0.08576156653580327,0.04826103515463292,0.03674210682295472,0.2960196875942097,0.13391543225331748,0.5333227733295182
4,19,2,7,6,0,0.05587395751638491,4,4,0.85,200,500,"3-Random","1-(s,Q)",6.668444918644971e-05,0.16965804928920358,0.5321908643026579,0.006140914728956457,0.29083639494494995,0.24398734861485413,0.4590353417112394
3,2,1,28,29,11,0.06563713696279716,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.000226886315595993,0.004930773999494868,0.02888780283460169,0.008620040122557526,0.23161442259334247,0.0994907664299275,0.6602747708541725
2,5,3,36,20,4,0.09435100021954414,4,4,0.85,200,500,"1-DailyPurchase","4-Random",7.140979158078557e-05,0.07557216324321073,0.030722385219253034,0.004849241086482449,0.2644082345261607,0.12132003392162227,0.6094224904657346
2,9,15,87,20,3,0.0722199637790089,4,4,0.85,200,500,"1-DailyPurchase","2-(s,S)",0.0007005981205752139,0.1409888084691667,0.015496275998616233,0.003964599593647625,0.2578619044571109,0.17143458232730785,0.5667389136219336
2,1,1,2,19,4,0.014734810718805917,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0,0.13047163995067818,0.6874859348763135,0.001337597884362364,0.38297405001725815,0.20577626285513292,0.40991208924324646
1,4,7,265,11,1,0.062336133417739276,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0008483118062056365,0.0379127189863764,0.012879234727354354,0.03728031845941145,0.33437526341866436,0.22796967785294112,0.40037474026898295
2,6,10,244,26,0,0.018709877716495328,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.00020372237698894225,0.11752558976131151,0.00928150880029421,0.003951031168963378,0.23448866651094757,0.14997666885389246,0.6115836334661966
3,9,31,112,1,0,0.07265632065115485,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0,0.0,0.0,0.0,0.23333333333333334,0.06666666666666667,0.7
1,1,1,35,29,1,0.09776849091128702,4,4,0.85,200,500,"3-Random","1-(s,Q)",0.0,0.0,0.005061787283463051,0.03044432933523043,0.20683072186390752,0.1027488319679915,0.6599761168328705
3,5,7,83,27,10,0.014761344834920833,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0006063974651574357,0.12085742161401633,0.12760581021406614,0.009938725123348513,0.2665194938283788,0.17641315026810403,0.5471286307801686
4,12,9,326,12,4,0.040218870751617584,4,4,0.85,200,500,"2-PeriodicallyPurchase","1-(s,Q)",0.0007375069725806398,0.035729009295748904,0.0027121106638011926,0.016955043290180622,0.1305924910109844,0.08013387824850077,0.7723185874503342
2,2,6,289,8,1,0.0607929657987192,4,4,0.85,200,500,"1-DailyPurchase","1-(s,Q)",0.0009248040241596445,0.10384354150014288,0.005852911286982982,0.006180535495003907,0.20733236942120772,0.1817110957079596,0.6047759993758288
3,13,17,221,26,12,0.07210350758461254,4,4,0.85,200,500,"3-Random","3-(R,S)",0.0009788675425992073,0.059931225524534115,0.019706875635836073,0.017665296200341466,0.19515695816929532,0.13802056223274597,0.6491571833976173
2,6,10,24,9,0,0.017624982126431737,4,4,0.85,200,500,"3-Random","2-(s,S)",3.1749811485494304e-05,0.11260830368387367,0.47446687584182623,0.004198887829129186,0.49771593225997884,0.22407339452342875,0.2740117853874632
2,11,23,442,12,0,0.044236506705102256,4,4,0.85,200,500,"3-Random","2-(s,S)",0.00040940944105147156,0.07842773039642735,0.005240987914747891,0.01751627637781071,0.28953055763619057,0.21302634798461417,0.47992681800138465
2,3,11,263,9,0,0.015914652034405515,4,4,0.85,200,500,"2-PeriodicallyPurchase","4-Random",0.0005736714210783705,0.09027259960228545,0.11668017542885693,0.016448784272372705,0.2822694317449403,0.23787968621727631,0.4634020977654107
1,4,4,166,3,1,0.09799660176866733,4,4,0.85,200,500,"2-PeriodicallyPurchase","3-(R,S)",0.0025573519971515673,0.10527739306016051,0.06048882218800553,0.06926933371385742,0.3996993370612248,0.19646162596703573,0.33456970325788193
2,4,6,253,18,6,0.024890786448191947,4,4,0.85,200,500,"3-Random","1-(s,Q)",0.000836888828767843,0.07900792725264533,0.007711215752605789,0.019047150226564377,0.20224991067288445,0.14765272368830376,0.6310502154122474
3,11,19,784,8,1,0.09601786138433668,4,4,0.85,200,500,"1-DailyPurchase","3-(R,S)",0.00019330946222322802,0.04926275603418732,0.0035806884259616777,0.002964554380152823,0.1412013065661691,0.09691011287941781,0.7589240261742602
4,17,6,173,20,3,0.06476275346874273,4,4,0.85,200,500,"2-PeriodicallyPurchase","2-(s,S)",0.00038509540034713886,0.057194139583029206,0.01694859451132493,0.02194900700427467,0.2149913393156599,0.12222950955020452,0.640830144129861
4,13,21,1017,24,10,0.018532346450489456,4,4,0.85,200,500,"3-Random","4-Random",0.0006695535119511225,0.067538264940689,0.004099563793544889,0.008927808215933671,0.09288187476695504,0.07074590080537127,0.82744441621174
